,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Sat Feb 5, 8 PM - 9 PM",259 MW,"1,845 MW","1,586 MW","20,134 MW","18,548 MW","1,200 tonnes",60 g/kWh,49.8%,22.4%,16.8%,11.0%,0.0%,0.0%,"10,021 MW","4,500 MW","3,389 MW","2,224 MW",0 MW,0 MW
"Sat Feb 5, 9 PM - 10 PM",509 MW,"1,711 MW","1,202 MW","19,352 MW","18,150 MW","1,126 tonnes",58 g/kWh,51.8%,20.9%,14.3%,12.9%,0.0%,0.0%,"10,024 MW","4,054 MW","2,777 MW","2,497 MW",0 MW,0 MW
"Sat Feb 5, 10 PM - 11 PM",859 MW,"1,864 MW","1,005 MW","18,302 MW","17,297 MW",906 tonnes,49 g/kWh,54.8%,20.0%,11.0%,14.3%,0.0%,0.0%,"10,021 MW","3,653 MW","2,016 MW","2,612 MW",0 MW,0 MW
"Sun Feb 6, 11 PM - 12 AM",270 MW,"1,892 MW","1,622 MW","18,057 MW","16,435 MW",532 tonnes,29 g/kWh,55.5%,20.5%,6.4%,17.6%,0.0%,0.0%,"10,025 MW","3,703 MW","1,153 MW","3,176 MW",0 MW,0 MW
"Sun Feb 6, 12 AM - 1 AM",480 MW,"2,210 MW","1,730 MW","17,613 MW","15,883 MW",463 tonnes,26 g/kWh,56.9%,19.8%,5.6%,17.6%,0.0%,0.0%,"10,027 MW","3,492 MW",994 MW,"3,100 MW",0 MW,0 MW
"Sun Feb 6, 1 AM - 2 AM",675 MW,"2,869 MW","2,194 MW","17,638 MW","15,444 MW",361 tonnes,20 g/kWh,56.8%,20.2%,4.5%,18.5%,0.0%,0.0%,"10,024 MW","3,558 MW",800 MW,"3,256 MW",0 MW,0 MW
"Sun Feb 6, 2 AM - 3 AM",286 MW,"2,509 MW","2,223 MW","17,430 MW","15,207 MW",338 tonnes,19 g/kWh,57.5%,19.8%,4.3%,18.3%,0.0%,0.0%,"10,029 MW","3,452 MW",758 MW,"3,191 MW",0 MW,0 MW
"Sun Feb 6, 3 AM - 4 AM",127 MW,"2,968 MW","2,841 MW","17,909 MW","15,068 MW",325 tonnes,18 g/kWh,56.0%,19.1%,4.1%,20.7%,0.0%,0.0%,"10,036 MW","3,421 MW",740 MW,"3,712 MW",0 MW,0 MW
"Sun Feb 6, 4 AM - 5 AM",125 MW,"3,309 MW","3,184 MW","18,258 MW","15,074 MW",361 tonnes,20 g/kWh,54.9%,19.4%,4.6%,21.1%,0.0%,0.0%,"10,032 MW","3,549 MW",831 MW,"3,846 MW",0 MW,0 MW
"Sun Feb 6, 5 AM - 6 AM",125 MW,"2,855 MW","2,730 MW","17,961 MW","15,231 MW",442 tonnes,25 g/kWh,55.9%,19.3%,5.8%,19.0%,0.0%,0.0%,"10,034 MW","3,474 MW","1,042 MW","3,411 MW",0 MW,0 MW
"Sun Feb 6, 6 AM - 7 AM",13 MW,"2,756 MW","2,743 MW","18,344 MW","15,601 MW",583 tonnes,32 g/kWh,54.7%,19.2%,7.5%,18.5%,0.0%,0.0%,"10,037 MW","3,528 MW","1,380 MW","3,399 MW",0 MW,0 MW
"Sun Feb 6, 7 AM - 8 AM",9 MW,"2,929 MW","2,920 MW","19,058 MW","16,138 MW",645 tonnes,34 g/kWh,52.7%,19.1%,8.0%,20.2%,0.0%,0.0%,"10,039 MW","3,641 MW","1,524 MW","3,852 MW",0 MW,2 MW
"Sun Feb 6, 8 AM - 9 AM",9 MW,"2,795 MW","2,786 MW","19,398 MW","16,612 MW",648 tonnes,33 g/kWh,51.7%,19.4%,7.9%,20.8%,0.0%,0.1%,"10,038 MW","3,770 MW","1,532 MW","4,043 MW",0 MW,15 MW
"Sun Feb 6, 9 AM - 10 AM",9 MW,"2,766 MW","2,757 MW","19,829 MW","17,072 MW",676 tonnes,34 g/kWh,50.6%,20.7%,8.0%,20.4%,0.0%,0.3%,"10,040 MW","4,098 MW","1,591 MW","4,049 MW",0 MW,51 MW
"Sun Feb 6, 10 AM - 11 AM",9 MW,"2,693 MW","2,684 MW","19,892 MW","17,208 MW",773 tonnes,39 g/kWh,50.5%,20.0%,8.9%,20.2%,0.0%,0.4%,"10,040 MW","3,974 MW","1,777 MW","4,025 MW",0 MW,76 MW
"Sun Feb 6, 11 AM - 12 PM",9 MW,"2,646 MW","2,637 MW","19,842 MW","17,205 MW",849 tonnes,43 g/kWh,50.6%,19.3%,9.7%,19.9%,0.0%,0.5%,"10,037 MW","3,823 MW","1,929 MW","3,956 MW",0 MW,97 MW
"Sun Feb 6, 12 PM - 1 PM",9 MW,"2,202 MW","2,193 MW","19,334 MW","17,141 MW",836 tonnes,43 g/kWh,51.9%,17.8%,9.9%,19.8%,0.0%,0.6%,"10,041 MW","3,442 MW","1,908 MW","3,834 MW",0 MW,109 MW
"Sun Feb 6, 1 PM - 2 PM",9 MW,"2,089 MW","2,080 MW","18,931 MW","16,851 MW",675 tonnes,36 g/kWh,53.1%,18.5%,8.2%,19.6%,0.0%,0.6%,"10,047 MW","3,507 MW","1,546 MW","3,711 MW",0 MW,120 MW
"Sun Feb 6, 2 PM - 3 PM",9 MW,"2,107 MW","2,098 MW","18,823 MW","16,725 MW",753 tonnes,40 g/kWh,53.1%,19.0%,9.4%,17.8%,0.0%,0.7%,"10,003 MW","3,575 MW","1,760 MW","3,352 MW",0 MW,133 MW
"Sun Feb 6, 3 PM - 4 PM",9 MW,"1,893 MW","1,884 MW","18,794 MW","16,910 MW",806 tonnes,43 g/kWh,53.5%,19.3%,10.3%,16.3%,0.0%,0.6%,"10,047 MW","3,621 MW","1,942 MW","3,067 MW",0 MW,117 MW
"Sun Feb 6, 4 PM - 5 PM",9 MW,"2,067 MW","2,058 MW","19,690 MW","17,632 MW",900 tonnes,46 g/kWh,51.0%,21.5%,11.5%,15.6%,0.0%,0.3%,"10,042 MW","4,238 MW","2,270 MW","3,079 MW",0 MW,61 MW
"Sun Feb 6, 5 PM - 6 PM",9 MW,"2,114 MW","2,105 MW","20,660 MW","18,555 MW","1,007 tonnes",49 g/kWh,48.6%,22.9%,12.7%,15.7%,0.0%,0.0%,"10,043 MW","4,737 MW","2,621 MW","3,252 MW",0 MW,7 MW
"Sun Feb 6, 6 PM - 7 PM",9 MW,"1,849 MW","1,840 MW","20,708 MW","18,868 MW","1,055 tonnes",51 g/kWh,48.5%,22.1%,13.2%,16.2%,0.0%,0.0%,"10,040 MW","4,577 MW","2,726 MW","3,365 MW",0 MW,0 MW
"Sun Feb 6, 7 PM - 8 PM",9 MW,"2,064 MW","2,055 MW","20,357 MW","18,302 MW",931 tonnes,46 g/kWh,49.3%,21.5%,12.0%,17.2%,0.0%,0.0%,"10,037 MW","4,375 MW","2,451 MW","3,494 MW",0 MW,0 MW
"Sun Feb 6, 8 PM - 9 PM",9 MW,"1,802 MW","1,793 MW","19,682 MW","17,889 MW",874 tonnes,44 g/kWh,51.0%,20.2%,11.7%,17.1%,0.0%,0.0%,"10,044 MW","3,968 MW","2,303 MW","3,367 MW",0 MW,0 MW
"Sun Feb 6, 9 PM - 10 PM",9 MW,"1,752 MW","1,743 MW","19,014 MW","17,271 MW",716 tonnes,38 g/kWh,52.8%,19.4%,10.0%,17.8%,0.0%,0.0%,"10,037 MW","3,690 MW","1,897 MW","3,390 MW",0 MW,0 MW
"Sun Feb 6, 10 PM - 11 PM",9 MW,"1,729 MW","1,720 MW","18,215 MW","16,495 MW",611 tonnes,34 g/kWh,55.1%,18.8%,9.1%,16.9%,0.0%,0.0%,"10,039 MW","3,433 MW","1,656 MW","3,087 MW",0 MW,0 MW
"Mon Feb 7, 11 PM - 12 AM",125 MW,"1,813 MW","1,688 MW","17,269 MW","15,581 MW",352 tonnes,20 g/kWh,58.1%,20.4%,5.0%,16.5%,0.0%,0.0%,"10,039 MW","3,516 MW",870 MW,"2,844 MW",0 MW,0 MW
"Mon Feb 7, 12 AM - 1 AM",117 MW,"1,995 MW","1,878 MW","16,806 MW","14,928 MW",185 tonnes,11 g/kWh,59.7%,20.1%,2.4%,17.8%,0.0%,0.0%,"10,035 MW","3,381 MW",399 MW,"2,987 MW",4 MW,0 MW
"Mon Feb 7, 1 AM - 2 AM",117 MW,"1,802 MW","1,685 MW","16,299 MW","14,614 MW",215 tonnes,13 g/kWh,61.6%,20.4%,3.0%,15.0%,0.1%,0.0%,"10,037 MW","3,325 MW",482 MW,"2,446 MW",9 MW,0 MW
"Mon Feb 7, 2 AM - 3 AM",117 MW,"1,756 MW","1,639 MW","15,988 MW","14,349 MW",308 tonnes,19 g/kWh,62.8%,20.6%,4.5%,12.0%,0.1%,0.0%,"10,044 MW","3,295 MW",727 MW,"1,911 MW",11 MW,0 MW
"Mon Feb 7, 3 AM - 4 AM",117 MW,"1,746 MW","1,629 MW","16,025 MW","14,396 MW",369 tonnes,23 g/kWh,62.7%,20.5%,5.5%,11.2%,0.1%,0.0%,"10,043 MW","3,291 MW",883 MW,"1,797 MW",11 MW,0 MW
"Mon Feb 7, 4 AM - 5 AM",235 MW,"1,697 MW","1,462 MW","16,105 MW","14,643 MW",499 tonnes,31 g/kWh,62.4%,20.4%,8.1%,8.9%,0.1%,0.0%,"10,051 MW","3,292 MW","1,310 MW","1,441 MW",11 MW,0 MW
"Mon Feb 7, 5 AM - 6 AM",427 MW,"1,729 MW","1,302 MW","16,661 MW","15,359 MW",708 tonnes,42 g/kWh,60.3%,19.7%,12.4%,7.6%,0.1%,0.0%,"10,044 MW","3,282 MW","2,063 MW","1,259 MW",13 MW,0 MW
"Mon Feb 7, 6 AM - 7 AM",9 MW,"1,602 MW","1,593 MW","18,022 MW","16,429 MW",944 tonnes,52 g/kWh,55.7%,19.9%,15.8%,8.5%,0.1%,0.0%,"10,038 MW","3,582 MW","2,845 MW","1,535 MW",22 MW,0 MW
"Mon Feb 7, 7 AM - 8 AM",9 MW,"1,914 MW","1,905 MW","19,614 MW","17,709 MW","1,089 tonnes",56 g/kWh,51.2%,21.9%,16.1%,10.7%,0.1%,0.0%,"10,040 MW","4,301 MW","3,152 MW","2,095 MW",23 MW,3 MW
"Mon Feb 7, 8 AM - 9 AM",9 MW,"1,995 MW","1,986 MW","20,113 MW","18,127 MW","1,289 tonnes",64 g/kWh,49.9%,21.9%,17.7%,10.2%,0.1%,0.1%,"10,037 MW","4,399 MW","3,567 MW","2,058 MW",26 MW,26 MW
"Mon Feb 7, 9 AM - 10 AM",9 MW,"2,013 MW","2,004 MW","20,065 MW","18,061 MW","1,326 tonnes",66 g/kWh,50.0%,22.1%,18.2%,9.1%,0.1%,0.5%,"10,036 MW","4,438 MW","3,657 MW","1,816 MW",26 MW,92 MW
"Mon Feb 7, 10 AM - 11 AM",15 MW,"1,976 MW","1,961 MW","19,904 MW","17,943 MW","1,338 tonnes",67 g/kWh,50.4%,21.8%,18.5%,8.2%,0.1%,0.9%,"10,038 MW","4,341 MW","3,688 MW","1,638 MW",26 MW,173 MW
"Mon Feb 7, 11 AM - 12 PM",499 MW,"2,030 MW","1,531 MW","19,252 MW","17,721 MW","1,077 tonnes",56 g/kWh,52.2%,22.3%,16.2%,8.0%,0.1%,1.2%,"10,048 MW","4,289 MW","3,112 MW","1,543 MW",26 MW,234 MW
"Mon Feb 7, 12 PM - 1 PM",736 MW,"2,049 MW","1,313 MW","18,675 MW","17,362 MW","1,007 tonnes",54 g/kWh,53.8%,22.2%,13.9%,8.6%,0.1%,1.3%,"10,041 MW","4,151 MW","2,601 MW","1,609 MW",26 MW,247 MW
"Mon Feb 7, 1 PM - 2 PM","1,297 MW","2,154 MW",857 MW,"18,252 MW","17,395 MW",982 tonnes,54 g/kWh,55.0%,21.9%,13.1%,8.6%,0.1%,1.3%,"10,047 MW","4,000 MW","2,382 MW","1,568 MW",26 MW,229 MW
"Mon Feb 7, 2 PM - 3 PM",875 MW,"2,092 MW","1,217 MW","18,482 MW","17,265 MW","1,025 tonnes",55 g/kWh,54.3%,20.8%,15.2%,8.5%,0.1%,1.1%,"10,042 MW","3,836 MW","2,807 MW","1,570 MW",26 MW,201 MW
"Mon Feb 7, 3 PM - 4 PM",858 MW,"2,207 MW","1,349 MW","18,944 MW","17,595 MW","1,101 tonnes",58 g/kWh,53.0%,21.5%,17.0%,7.8%,0.1%,0.5%,"10,045 MW","4,070 MW","3,226 MW","1,486 MW",26 MW,91 MW
"Mon Feb 7, 4 PM - 5 PM",700 MW,"2,148 MW","1,448 MW","19,731 MW","18,283 MW","1,298 tonnes",66 g/kWh,50.9%,23.7%,18.4%,6.6%,0.1%,0.2%,"10,047 MW","4,686 MW","3,640 MW","1,299 MW",26 MW,33 MW
"Mon Feb 7, 5 PM - 6 PM",9 MW,"1,932 MW","1,923 MW","20,954 MW","19,031 MW","1,667 tonnes",80 g/kWh,48.0%,23.4%,22.3%,6.1%,0.1%,0.0%,"10,059 MW","4,908 MW","4,677 MW","1,277 MW",29 MW,4 MW
"Mon Feb 7, 6 PM - 7 PM",71 MW,"1,567 MW","1,496 MW","20,713 MW","19,217 MW","1,599 tonnes",77 g/kWh,48.5%,23.7%,21.7%,5.9%,0.1%,0.0%,"10,054 MW","4,901 MW","4,498 MW","1,232 MW",28 MW,0 MW
"Mon Feb 7, 7 PM - 8 PM",418 MW,"2,264 MW","1,846 MW","20,581 MW","18,735 MW","1,685 tonnes",82 g/kWh,48.8%,22.9%,22.4%,5.8%,0.1%,0.0%,"10,053 MW","4,707 MW","4,606 MW","1,188 MW",27 MW,0 MW
"Mon Feb 7, 8 PM - 9 PM",993 MW,"2,320 MW","1,327 MW","19,656 MW","18,329 MW","1,364 tonnes",69 g/kWh,51.1%,23.2%,19.3%,6.2%,0.1%,0.0%,"10,052 MW","4,558 MW","3,801 MW","1,218 MW",27 MW,0 MW
"Mon Feb 7, 9 PM - 10 PM","1,193 MW","2,394 MW","1,201 MW","18,845 MW","17,644 MW","1,315 tonnes",70 g/kWh,53.3%,23.1%,17.5%,5.9%,0.1%,0.0%,"10,051 MW","4,357 MW","3,291 MW","1,119 MW",27 MW,0 MW
"Mon Feb 7, 10 PM - 11 PM",993 MW,"2,370 MW","1,377 MW","18,168 MW","16,791 MW","1,319 tonnes",73 g/kWh,55.3%,23.0%,16.6%,4.9%,0.1%,0.0%,"10,054 MW","4,183 MW","3,020 MW",884 MW,27 MW,0 MW
"Tue Feb 8, 11 PM - 12 AM","1,258 MW","2,317 MW","1,059 MW","16,925 MW","15,866 MW",859 tonnes,51 g/kWh,59.4%,24.6%,11.5%,4.4%,0.1%,0.0%,"10,053 MW","4,163 MW","1,950 MW",742 MW,17 MW,0 MW
"Tue Feb 8, 12 AM - 1 AM",588 MW,"2,173 MW","1,585 MW","16,848 MW","15,263 MW",907 tonnes,54 g/kWh,59.7%,23.9%,12.5%,3.8%,0.1%,0.0%,"10,054 MW","4,024 MW","2,111 MW",647 MW,12 MW,0 MW
"Tue Feb 8, 1 AM - 2 AM",358 MW,"2,496 MW","2,138 MW","16,970 MW","14,832 MW",938 tonnes,55 g/kWh,59.2%,24.0%,12.9%,3.8%,0.1%,0.0%,"10,054 MW","4,071 MW","2,189 MW",644 MW,12 MW,0 MW
"Tue Feb 8, 2 AM - 3 AM",117 MW,"2,251 MW","2,134 MW","16,852 MW","14,718 MW",925 tonnes,55 g/kWh,59.7%,23.1%,12.8%,4.3%,0.1%,0.0%,"10,056 MW","3,899 MW","2,164 MW",722 MW,11 MW,0 MW
"Tue Feb 8, 3 AM - 4 AM",117 MW,"2,167 MW","2,050 MW","16,617 MW","14,567 MW",919 tonnes,55 g/kWh,60.5%,21.5%,13.0%,4.9%,0.1%,0.0%,"10,055 MW","3,578 MW","2,154 MW",818 MW,12 MW,0 MW
"Tue Feb 8, 4 AM - 5 AM",117 MW,"2,143 MW","2,026 MW","16,616 MW","14,590 MW",924 tonnes,56 g/kWh,60.5%,21.7%,13.0%,4.7%,0.1%,0.0%,"10,048 MW","3,612 MW","2,163 MW",781 MW,12 MW,0 MW
"Tue Feb 8, 5 AM - 6 AM",117 MW,"2,175 MW","2,058 MW","17,199 MW","15,141 MW","1,002 tonnes",58 g/kWh,58.5%,23.4%,13.6%,4.5%,0.1%,0.0%,"10,054 MW","4,021 MW","2,336 MW",773 MW,15 MW,0 MW
"Tue Feb 8, 6 AM - 7 AM",781 MW,"2,361 MW","1,580 MW","17,865 MW","16,285 MW","1,170 tonnes",66 g/kWh,56.1%,23.9%,15.2%,4.7%,0.2%,0.0%,"10,016 MW","4,275 MW","2,708 MW",835 MW,31 MW,0 MW
"Tue Feb 8, 7 AM - 8 AM","1,279 MW","2,278 MW",999 MW,"18,686 MW","17,687 MW","1,466 tonnes",78 g/kWh,53.5%,23.9%,18.2%,4.2%,0.2%,0.0%,"10,004 MW","4,461 MW","3,401 MW",782 MW,36 MW,2 MW
"Tue Feb 8, 8 AM - 9 AM","1,279 MW","1,900 MW",621 MW,"18,731 MW","18,110 MW","1,476 tonnes",79 g/kWh,53.4%,23.9%,18.2%,4.1%,0.2%,0.1%,"10,005 MW","4,484 MW","3,403 MW",777 MW,37 MW,25 MW
"Tue Feb 8, 9 AM - 10 AM","1,063 MW","1,891 MW",828 MW,"18,670 MW","17,842 MW","1,447 tonnes",78 g/kWh,53.3%,24.1%,17.7%,4.2%,0.2%,0.5%,"9,945 MW","4,495 MW","3,312 MW",783 MW,41 MW,94 MW
"Tue Feb 8, 10 AM - 11 AM",929 MW,"2,091 MW","1,162 MW","18,524 MW","17,362 MW","1,318 tonnes",71 g/kWh,53.6%,24.6%,16.2%,4.4%,0.2%,0.9%,"9,938 MW","4,563 MW","3,004 MW",808 MW,43 MW,168 MW
"Tue Feb 8, 11 AM - 12 PM",943 MW,"2,077 MW","1,134 MW","18,402 MW","17,268 MW","1,228 tonnes",67 g/kWh,54.3%,24.5%,15.1%,4.8%,0.3%,1.0%,"9,989 MW","4,514 MW","2,781 MW",882 MW,48 MW,188 MW
"Tue Feb 8, 12 PM - 1 PM","1,137 MW","2,073 MW",936 MW,"18,104 MW","17,168 MW","1,158 tonnes",64 g/kWh,54.6%,23.1%,14.4%,6.5%,0.3%,1.1%,"9,889 MW","4,184 MW","2,609 MW","1,172 MW",52 MW,198 MW
"Tue Feb 8, 1 PM - 2 PM",786 MW,"2,041 MW","1,255 MW","18,294 MW","17,039 MW","1,109 tonnes",61 g/kWh,53.9%,22.0%,14.1%,8.8%,0.3%,1.0%,"9,866 MW","4,021 MW","2,573 MW","1,604 MW",48 MW,182 MW
"Tue Feb 8, 2 PM - 3 PM",518 MW,"1,975 MW","1,457 MW","18,435 MW","16,978 MW","1,054 tonnes",57 g/kWh,54.5%,20.3%,14.2%,9.9%,0.3%,0.8%,"10,052 MW","3,749 MW","2,617 MW","1,817 MW",47 MW,153 MW
"Tue Feb 8, 3 PM - 4 PM",689 MW,"2,035 MW","1,346 MW","18,432 MW","17,086 MW","1,011 tonnes",55 g/kWh,54.6%,20.4%,14.6%,9.4%,0.3%,0.6%,"10,066 MW","3,764 MW","2,696 MW","1,740 MW",49 MW,117 MW
"Tue Feb 8, 4 PM - 5 PM","1,047 MW","2,115 MW","1,068 MW","18,877 MW","17,809 MW","1,001 tonnes",53 g/kWh,53.2%,23.2%,14.2%,8.8%,0.2%,0.3%,"10,050 MW","4,388 MW","2,680 MW","1,653 MW",46 MW,60 MW
"Tue Feb 8, 5 PM - 6 PM","1,317 MW","2,211 MW",894 MW,"19,588 MW","18,694 MW","1,076 tonnes",55 g/kWh,51.3%,24.9%,14.5%,9.0%,0.2%,0.0%,"10,055 MW","4,881 MW","2,845 MW","1,754 MW",47 MW,6 MW
"Tue Feb 8, 6 PM - 7 PM","1,315 MW","2,195 MW",880 MW,"20,079 MW","19,199 MW","1,284 tonnes",64 g/kWh,50.1%,24.1%,16.7%,8.9%,0.2%,0.0%,"10,060 MW","4,835 MW","3,355 MW","1,782 MW",47 MW,0 MW
"Tue Feb 8, 7 PM - 8 PM","1,342 MW","2,171 MW",829 MW,"19,671 MW","18,842 MW","1,093 tonnes",56 g/kWh,51.1%,23.4%,14.6%,10.7%,0.2%,0.0%,"10,059 MW","4,594 MW","2,872 MW","2,100 MW",46 MW,0 MW
"Tue Feb 8, 8 PM - 9 PM","1,106 MW","2,129 MW","1,023 MW","19,371 MW","18,348 MW",938 tonnes,48 g/kWh,51.9%,21.0%,13.0%,13.8%,0.2%,0.0%,"10,058 MW","4,076 MW","2,511 MW","2,678 MW",48 MW,0 MW
"Tue Feb 8, 9 PM - 10 PM",808 MW,"2,079 MW","1,271 MW","18,764 MW","17,493 MW",869 tonnes,46 g/kWh,53.6%,19.5%,11.2%,15.5%,0.2%,0.0%,"10,058 MW","3,660 MW","2,099 MW","2,912 MW",35 MW,0 MW
"Tue Feb 8, 10 PM - 11 PM",114 MW,"2,070 MW","1,956 MW","18,380 MW","16,424 MW",760 tonnes,41 g/kWh,54.7%,19.2%,9.5%,16.3%,0.2%,0.0%,"10,051 MW","3,531 MW","1,751 MW","3,005 MW",42 MW,0 MW
"Wed Feb 9, 11 PM - 12 AM",176 MW,"2,092 MW","1,916 MW","17,327 MW","15,411 MW",368 tonnes,21 g/kWh,58.0%,20.3%,4.3%,17.1%,0.2%,0.0%,"10,058 MW","3,514 MW",744 MW,"2,970 MW",41 MW,0 MW
"Wed Feb 9, 12 AM - 1 AM",167 MW,"1,952 MW","1,785 MW","16,626 MW","14,841 MW",146 tonnes,9 g/kWh,60.5%,20.5%,1.5%,17.3%,0.2%,0.0%,"10,058 MW","3,412 MW",247 MW,"2,875 MW",34 MW,0 MW
"Wed Feb 9, 1 AM - 2 AM",117 MW,"2,325 MW","2,208 MW","16,735 MW","14,527 MW",87 tonnes,5 g/kWh,60.1%,20.1%,0.8%,18.8%,0.2%,0.0%,"10,056 MW","3,370 MW",134 MW,"3,148 MW",27 MW,0 MW
"Wed Feb 9, 2 AM - 3 AM",145 MW,"2,384 MW","2,239 MW","16,536 MW","14,297 MW",89 tonnes,5 g/kWh,60.8%,21.0%,0.8%,17.2%,0.2%,0.0%,"10,052 MW","3,468 MW",139 MW,"2,851 MW",26 MW,0 MW
"Wed Feb 9, 3 AM - 4 AM",117 MW,"2,486 MW","2,369 MW","16,659 MW","14,290 MW",119 tonnes,7 g/kWh,60.4%,20.2%,1.3%,18.0%,0.1%,0.0%,"10,055 MW","3,362 MW",223 MW,"2,997 MW",22 MW,0 MW
"Wed Feb 9, 4 AM - 5 AM",117 MW,"2,408 MW","2,291 MW","16,861 MW","14,570 MW",230 tonnes,14 g/kWh,59.7%,19.4%,3.0%,17.8%,0.1%,0.0%,"10,064 MW","3,268 MW",511 MW,"2,999 MW",19 MW,0 MW
"Wed Feb 9, 5 AM - 6 AM",117 MW,"2,181 MW","2,064 MW","17,097 MW","15,033 MW",412 tonnes,24 g/kWh,58.9%,19.2%,5.7%,16.1%,0.2%,0.0%,"10,065 MW","3,281 MW",966 MW,"2,756 MW",29 MW,0 MW
"Wed Feb 9, 6 AM - 7 AM",817 MW,"2,226 MW","1,409 MW","17,629 MW","16,220 MW",462 tonnes,26 g/kWh,57.0%,19.0%,6.2%,17.6%,0.2%,0.0%,"10,057 MW","3,341 MW","1,092 MW","3,103 MW",36 MW,0 MW
"Wed Feb 9, 7 AM - 8 AM",356 MW,"1,950 MW","1,594 MW","18,880 MW","17,286 MW",491 tonnes,26 g/kWh,53.3%,19.7%,6.1%,20.6%,0.2%,0.0%,"10,057 MW","3,722 MW","1,161 MW","3,891 MW",41 MW,8 MW
"Wed Feb 9, 8 AM - 9 AM",847 MW,"2,025 MW","1,178 MW","18,642 MW","17,464 MW",491 tonnes,26 g/kWh,54.0%,19.7%,6.2%,19.6%,0.2%,0.3%,"10,059 MW","3,668 MW","1,162 MW","3,661 MW",40 MW,52 MW
"Wed Feb 9, 9 AM - 10 AM",761 MW,"1,874 MW","1,113 MW","18,387 MW","17,274 MW",497 tonnes,27 g/kWh,54.7%,20.2%,6.4%,17.9%,0.2%,0.5%,"10,052 MW","3,722 MW","1,178 MW","3,297 MW",37 MW,101 MW
"Wed Feb 9, 10 AM - 11 AM",344 MW,"2,043 MW","1,699 MW","18,728 MW","17,029 MW",500 tonnes,27 g/kWh,53.7%,19.4%,6.3%,19.2%,0.2%,1.1%,"10,055 MW","3,640 MW","1,189 MW","3,599 MW",33 MW,212 MW
"Wed Feb 9, 11 AM - 12 PM",531 MW,"1,964 MW","1,433 MW","17,978 MW","16,545 MW",375 tonnes,21 g/kWh,55.9%,20.7%,4.8%,16.9%,0.1%,1.5%,"10,056 MW","3,727 MW",868 MW,"3,042 MW",20 MW,265 MW
"Wed Feb 9, 12 PM - 1 PM",293 MW,"2,040 MW","1,747 MW","18,124 MW","16,377 MW",359 tonnes,20 g/kWh,55.5%,21.2%,4.6%,17.3%,0.2%,1.4%,"10,053 MW","3,838 MW",825 MW,"3,133 MW",29 MW,246 MW
"Wed Feb 9, 1 PM - 2 PM",201 MW,"2,048 MW","1,847 MW","18,135 MW","16,288 MW",331 tonnes,18 g/kWh,55.4%,21.0%,4.2%,18.1%,0.2%,1.1%,"10,039 MW","3,804 MW",762 MW,"3,290 MW",41 MW,199 MW
"Wed Feb 9, 2 PM - 3 PM",296 MW,"1,918 MW","1,622 MW","17,786 MW","16,164 MW",334 tonnes,19 g/kWh,56.5%,21.4%,4.4%,16.1%,0.3%,1.3%,"10,045 MW","3,812 MW",779 MW,"2,872 MW",45 MW,233 MW
"Wed Feb 9, 3 PM - 4 PM",649 MW,"2,036 MW","1,387 MW","17,995 MW","16,608 MW",418 tonnes,23 g/kWh,55.8%,20.8%,5.6%,17.0%,0.2%,0.7%,"10,038 MW","3,734 MW","1,009 MW","3,054 MW",37 MW,123 MW
"Wed Feb 9, 4 PM - 5 PM","1,267 MW","2,057 MW",790 MW,"18,330 MW","17,540 MW",427 tonnes,23 g/kWh,54.8%,24.0%,5.7%,15.1%,0.0%,0.4%,"10,051 MW","4,392 MW","1,040 MW","2,762 MW",9 MW,76 MW
"Wed Feb 9, 5 PM - 6 PM","1,230 MW","1,951 MW",721 MW,"19,060 MW","18,339 MW",474 tonnes,25 g/kWh,52.7%,23.8%,6.1%,17.3%,0.0%,0.0%,"10,051 MW","4,541 MW","1,157 MW","3,306 MW",0 MW,5 MW
"Wed Feb 9, 6 PM - 7 PM","1,230 MW","2,049 MW",819 MW,"19,374 MW","18,555 MW",533 tonnes,28 g/kWh,51.9%,24.3%,6.6%,17.2%,0.0%,0.0%,"10,048 MW","4,711 MW","1,275 MW","3,340 MW",0 MW,0 MW
"Wed Feb 9, 7 PM - 8 PM","1,230 MW","2,047 MW",817 MW,"18,935 MW","18,118 MW",515 tonnes,27 g/kWh,53.1%,23.3%,6.5%,17.1%,0.1%,0.0%,"10,048 MW","4,420 MW","1,227 MW","3,229 MW",11 MW,0 MW
"Wed Feb 9, 8 PM - 9 PM","1,230 MW","2,025 MW",795 MW,"18,405 MW","17,610 MW",408 tonnes,22 g/kWh,54.6%,23.3%,5.3%,16.7%,0.1%,0.0%,"10,047 MW","4,280 MW",981 MW,"3,075 MW",22 MW,0 MW
"Wed Feb 9, 9 PM - 10 PM","1,230 MW","1,978 MW",748 MW,"17,815 MW","17,067 MW",283 tonnes,16 g/kWh,56.4%,21.9%,3.7%,17.9%,0.2%,0.0%,"10,041 MW","3,909 MW",656 MW,"3,182 MW",27 MW,0 MW
