,Imports (MW),Exports (MW),Net Import/Exports (MW),Power Generated (MW),Ontario Demand (MW),Total Emissions (tonnes),CO2e Intensity (g/kWh),nuclear (%),hydro (%),gas (%),wind (%),biofuel (%),solar (%),nuclear (MW),hydro (MW),gas (MW),wind (MW),biofuel (MW),solar (MW)
2021-10-20 06:00:00-04:00,60.0,2654.0,2594.0,14612.0,12018.0,526.0,36.0,60.6,19.3,8.7,11.3,0.1,0.0,8852.0,2818.0,1270.0,1651.0,21.0,0.0
2021-10-20 07:00:00-04:00,111.0,2005.0,1894.0,15084.0,13190.0,683.0,45.0,58.7,20.1,11.1,10.0,0.2,0.0,8853.0,3029.0,1672.0,1503.0,27.0,0.0
2021-10-20 08:00:00-04:00,584.0,2186.0,1602.0,16077.0,14475.0,745.0,46.0,55.1,23.3,11.2,10.3,0.2,0.0,8851.0,3747.0,1796.0,1648.0,32.0,3.0
2021-10-20 09:00:00-04:00,501.0,2204.0,1703.0,16340.0,14637.0,790.0,48.0,54.2,24.8,11.6,8.9,0.2,0.4,8851.0,4049.0,1890.0,1447.0,32.0,71.0
2021-10-20 10:00:00-04:00,257.0,2103.0,1846.0,16231.0,14385.0,771.0,47.0,54.5,25.9,11.4,6.8,0.2,1.2,8851.0,4208.0,1846.0,1104.0,29.0,193.0
2021-10-20 11:00:00-04:00,117.0,2129.0,2012.0,16333.0,14321.0,858.0,53.0,54.2,26.0,12.6,5.4,0.2,1.6,8849.0,4249.0,2051.0,889.0,31.0,264.0
2021-10-20 12:00:00-04:00,550.0,2051.0,1501.0,15902.0,14401.0,804.0,51.0,55.6,25.8,12.0,4.7,0.2,1.6,8844.0,4106.0,1913.0,755.0,31.0,253.0
2021-10-20 13:00:00-04:00,647.0,2062.0,1415.0,16071.0,14656.0,900.0,56.0,55.0,24.9,13.3,4.8,0.2,1.9,8832.0,3994.0,2141.0,768.0,32.0,304.0
2021-10-20 14:00:00-04:00,692.0,1888.0,1196.0,16012.0,14816.0,809.0,51.0,55.2,24.6,12.1,6.3,0.2,1.7,8831.0,3941.0,1937.0,1005.0,32.0,266.0
2021-10-20 15:00:00-04:00,742.0,1771.0,1029.0,15842.0,14813.0,676.0,43.0,55.7,24.3,10.3,8.1,0.2,1.3,8831.0,3850.0,1635.0,1290.0,32.0,204.0
2021-10-20 16:00:00-04:00,636.0,1663.0,1027.0,15816.0,14789.0,689.0,44.0,55.8,23.5,10.7,8.7,0.2,1.0,8832.0,3716.0,1693.0,1382.0,33.0,160.0
2021-10-20 17:00:00-04:00,896.0,1764.0,868.0,16221.0,15353.0,722.0,45.0,54.5,24.1,10.9,9.8,0.2,0.6,8833.0,3903.0,1775.0,1582.0,33.0,95.0
2021-10-20 18:00:00-04:00,1127.0,2087.0,960.0,16635.0,15675.0,798.0,48.0,53.1,26.3,11.8,8.3,0.2,0.3,8836.0,4375.0,1957.0,1385.0,35.0,47.0
2021-10-20 19:00:00-04:00,1127.0,2099.0,972.0,16915.0,15943.0,1015.0,60.0,52.2,26.5,14.6,6.4,0.2,0.0,8835.0,4487.0,2468.0,1090.0,32.0,3.0
2021-10-20 20:00:00-04:00,1127.0,1941.0,814.0,16886.0,16072.0,1060.0,63.0,52.3,25.3,15.1,7.1,0.2,0.0,8837.0,4266.0,2550.0,1200.0,33.0,0.0
2021-10-20 21:00:00-04:00,1127.0,1831.0,704.0,16634.0,15930.0,823.0,49.0,53.1,25.0,11.9,9.8,0.2,0.0,8835.0,4157.0,1984.0,1625.0,33.0,0.0
2021-10-20 22:00:00-04:00,1018.0,1726.0,708.0,15697.0,14989.0,548.0,35.0,56.3,25.0,8.3,10.2,0.2,0.0,8832.0,3924.0,1305.0,1602.0,34.0,0.0
2021-10-20 23:00:00-04:00,1108.0,2012.0,904.0,14928.0,14024.0,295.0,20.0,59.2,25.0,4.6,11.0,0.2,0.0,8834.0,3731.0,684.0,1646.0,33.0,0.0
2021-10-21 00:00:00-04:00,693.0,2216.0,1523.0,14432.0,12909.0,182.0,13.0,61.2,24.4,2.7,11.5,0.2,0.0,8838.0,3527.0,390.0,1654.0,23.0,0.0
2021-10-21 01:00:00-04:00,84.0,2121.0,2037.0,14219.0,12182.0,165.0,12.0,62.2,23.9,2.4,11.4,0.1,0.0,8841.0,3397.0,341.0,1624.0,16.0,0.0
2021-10-21 02:00:00-04:00,61.0,2184.0,2123.0,13897.0,11774.0,98.0,7.0,63.6,23.0,1.2,12.0,0.1,0.0,8843.0,3196.0,173.0,1669.0,16.0,0.0
2021-10-21 03:00:00-04:00,61.0,2376.0,2315.0,13980.0,11665.0,115.0,8.0,63.3,22.7,1.6,12.4,0.1,0.0,8843.0,3170.0,218.0,1733.0,16.0,0.0
2021-10-21 04:00:00-04:00,114.0,2664.0,2550.0,14025.0,11475.0,199.0,14.0,63.1,21.7,3.1,12.0,0.1,0.0,8848.0,3038.0,441.0,1682.0,16.0,0.0
2021-10-21 05:00:00-04:00,104.0,2688.0,2584.0,14230.0,11646.0,323.0,23.0,62.2,20.9,5.4,11.5,0.1,0.0,8850.0,2967.0,762.0,1635.0,16.0,0.0
2021-10-21 06:00:00-04:00,107.0,2311.0,2204.0,14352.0,12148.0,422.0,29.0,61.7,19.9,7.1,11.3,0.1,0.0,8850.0,2850.0,1017.0,1615.0,20.0,0.0
2021-10-21 07:00:00-04:00,712.0,2216.0,1504.0,14755.0,13251.0,560.0,38.0,59.9,20.3,9.3,10.3,0.2,0.0,8843.0,2988.0,1367.0,1527.0,30.0,0.0
2021-10-21 08:00:00-04:00,705.0,1913.0,1208.0,15893.0,14685.0,696.0,44.0,55.6,21.8,10.6,11.8,0.2,0.0,8843.0,3467.0,1680.0,1871.0,32.0,0.0
2021-10-21 09:00:00-04:00,1122.0,2197.0,1075.0,16459.0,15384.0,790.0,48.0,53.7,21.6,11.5,12.9,0.2,0.0,8840.0,3549.0,1901.0,2129.0,32.0,8.0
2021-10-21 11:00:00-04:00,522.0,2022.0,1500.0,17195.0,15695.0,889.0,52.0,51.4,23.7,12.6,11.9,0.2,0.2,8845.0,4077.0,2158.0,2041.0,36.0,38.0
2021-10-21 12:00:00-04:00,753.0,2119.0,1366.0,16996.0,15630.0,813.0,48.0,52.0,23.3,11.5,12.5,0.2,0.5,8832.0,3962.0,1959.0,2126.0,32.0,85.0
2021-10-21 13:00:00-04:00,753.0,2170.0,1417.0,16668.0,15251.0,730.0,44.0,52.9,23.0,10.5,12.8,0.2,0.6,8820.0,3835.0,1749.0,2139.0,33.0,92.0
2021-10-21 14:00:00-04:00,747.0,2168.0,1421.0,16390.0,14969.0,586.0,36.0,53.8,21.9,8.7,14.7,0.2,0.6,8819.0,3597.0,1422.0,2414.0,32.0,106.0
2021-10-21 15:00:00-04:00,671.0,2118.0,1447.0,16261.0,14814.0,483.0,30.0,54.2,22.9,7.3,14.5,0.2,0.9,8819.0,3725.0,1180.0,2365.0,32.0,140.0
2021-10-21 16:00:00-04:00,22.0,2149.0,2127.0,17063.0,14936.0,615.0,36.0,51.8,24.4,8.6,14.6,0.2,0.5,8836.0,4157.0,1468.0,2492.0,33.0,77.0
2021-10-21 17:00:00-04:00,627.0,2186.0,1559.0,17173.0,15614.0,647.0,38.0,51.5,23.5,9.0,15.5,0.2,0.3,8838.0,4044.0,1539.0,2668.0,27.0,57.0
2021-10-21 18:00:00-04:00,1136.0,2121.0,985.0,16936.0,15951.0,486.0,29.0,52.2,23.3,7.0,17.2,0.2,0.1,8841.0,3952.0,1183.0,2908.0,29.0,23.0
2021-10-21 19:00:00-04:00,1144.0,2198.0,1054.0,17053.0,15999.0,469.0,27.0,51.8,23.1,6.7,18.2,0.2,0.0,8840.0,3935.0,1145.0,3101.0,32.0,0.0
2021-10-21 20:00:00-04:00,1139.0,2191.0,1052.0,17038.0,15986.0,335.0,20.0,51.9,24.5,4.6,18.8,0.2,0.0,8837.0,4169.0,792.0,3208.0,32.0,0.0
2021-10-21 21:00:00-04:00,1134.0,2266.0,1132.0,16730.0,15598.0,308.0,18.0,52.8,24.9,4.3,17.8,0.2,0.0,8834.0,4167.0,723.0,2971.0,35.0,0.0
2021-10-21 22:00:00-04:00,1129.0,2495.0,1366.0,16354.0,14988.0,334.0,20.0,54.0,24.0,4.6,17.1,0.2,0.0,8831.0,3933.0,754.0,2803.0,33.0,0.0
2021-10-21 23:00:00-04:00,420.0,2436.0,2016.0,16096.0,14080.0,259.0,16.0,54.9,23.3,3.7,18.0,0.2,0.0,8829.0,3753.0,591.0,2891.0,32.0,0.0
2021-10-22 00:00:00-04:00,59.0,2498.0,2439.0,15325.0,12886.0,120.0,8.0,57.6,21.4,1.5,19.3,0.2,0.0,8833.0,3278.0,231.0,2960.0,23.0,0.0
2021-10-22 01:00:00-04:00,68.0,2869.0,2801.0,15108.0,12307.0,83.0,5.0,58.5,22.8,0.9,17.7,0.1,0.0,8838.0,3443.0,133.0,2678.0,16.0,0.0
2021-10-22 02:00:00-04:00,42.0,3093.0,3051.0,14972.0,11921.0,82.0,5.0,59.0,22.1,0.9,17.9,0.1,0.0,8834.0,3314.0,132.0,2677.0,15.0,0.0
2021-10-22 03:00:00-04:00,42.0,3108.0,3066.0,14756.0,11690.0,90.0,6.0,59.9,21.8,1.0,17.3,0.1,0.0,8832.0,3214.0,149.0,2546.0,15.0,0.0
2021-10-22 04:00:00-04:00,42.0,3084.0,3042.0,14675.0,11633.0,174.0,12.0,60.2,23.1,2.4,14.2,0.1,0.0,8839.0,3386.0,347.0,2088.0,15.0,0.0
2021-10-22 05:00:00-04:00,42.0,3108.0,3066.0,14814.0,11748.0,330.0,22.0,59.6,24.3,4.9,11.1,0.1,0.0,8829.0,3599.0,719.0,1651.0,16.0,0.0
2021-10-22 06:00:00-04:00,281.0,2647.0,2366.0,14734.0,12368.0,556.0,38.0,60.0,22.8,9.0,8.0,0.1,0.0,8845.0,3359.0,1324.0,1186.0,20.0,0.0
2021-10-22 07:00:00-04:00,760.0,2596.0,1836.0,15348.0,13512.0,808.0,53.0,57.6,23.3,12.6,6.3,0.2,0.0,8842.0,3578.0,1927.0,972.0,29.0,0.0
2021-10-22 08:00:00-04:00,938.0,2001.0,1063.0,16075.0,15012.0,1047.0,65.0,55.0,23.7,15.5,5.5,0.2,0.0,8848.0,3814.0,2499.0,879.0,33.0,2.0
2021-10-22 09:00:00-04:00,1166.0,1918.0,752.0,16313.0,15561.0,1160.0,71.0,54.3,24.2,16.9,4.3,0.2,0.2,8851.0,3945.0,2750.0,702.0,33.0,32.0
2021-10-22 10:00:00-04:00,911.0,1846.0,935.0,16526.0,15591.0,1245.0,75.0,53.1,24.7,17.9,3.3,0.2,0.8,8773.0,4076.0,2966.0,545.0,32.0,134.0
2021-10-22 11:00:00-04:00,868.0,1857.0,989.0,16419.0,15430.0,1223.0,75.0,53.4,24.6,17.8,2.5,0.2,1.6,8765.0,4031.0,2915.0,416.0,32.0,260.0
2021-10-22 12:00:00-04:00,1144.0,2079.0,935.0,16187.0,15252.0,1172.0,72.0,54.1,24.6,17.2,2.1,0.2,1.7,8762.0,3986.0,2791.0,337.0,32.0,279.0
2021-10-22 13:00:00-04:00,1158.0,2051.0,893.0,16060.0,15167.0,1124.0,70.0,54.6,25.3,16.7,1.6,0.2,1.6,8769.0,4071.0,2676.0,250.0,33.0,261.0
2021-10-22 16:00:00-04:00,1208.0,2107.0,899.0,15594.0,14695.0,922.0,59.0,56.3,27.5,14.1,0.7,0.2,1.3,8777.0,4287.0,2194.0,103.0,33.0,200.0
2021-10-22 17:00:00-04:00,1208.0,2037.0,829.0,16019.0,15190.0,1058.0,66.0,54.9,27.8,15.7,0.6,0.2,0.8,8797.0,4449.0,2521.0,98.0,33.0,121.0
2021-10-22 18:00:00-04:00,1459.0,1606.0,147.0,15929.0,15782.0,913.0,57.0,55.7,29.7,13.4,0.7,0.2,0.3,8874.0,4731.0,2135.0,113.0,33.0,43.0
2021-10-22 19:00:00-04:00,1613.0,1632.0,19.0,16086.0,16067.0,977.0,61.0,55.2,29.7,14.2,0.8,0.2,0.0,8877.0,4774.0,2278.0,123.0,33.0,1.0
2021-10-22 20:00:00-04:00,1461.0,1579.0,118.0,16107.0,15989.0,1006.0,62.0,55.1,29.4,14.6,0.8,0.2,0.0,8874.0,4729.0,2350.0,121.0,33.0,0.0
2021-10-22 21:00:00-04:00,1411.0,1468.0,57.0,15698.0,15641.0,861.0,55.0,56.5,29.6,12.8,0.8,0.2,0.0,8873.0,4645.0,2017.0,130.0,33.0,0.0
2021-10-22 22:00:00-04:00,1211.0,1888.0,677.0,15693.0,15016.0,888.0,57.0,56.5,28.9,13.3,1.1,0.2,0.0,8870.0,4531.0,2089.0,170.0,33.0,0.0
2021-10-22 23:00:00-04:00,1798.0,2133.0,335.0,14568.0,14233.0,694.0,48.0,60.9,26.3,11.4,1.2,0.2,0.0,8865.0,3837.0,1655.0,178.0,33.0,0.0
2021-10-23 00:00:00-04:00,1690.0,2300.0,610.0,13876.0,13266.0,414.0,30.0,63.9,27.7,7.0,1.3,0.2,0.0,8867.0,3842.0,966.0,176.0,25.0,0.0
2021-10-23 01:00:00-04:00,1253.0,2473.0,1220.0,13684.0,12464.0,181.0,13.0,64.8,30.9,2.9,1.4,0.1,0.0,8864.0,4226.0,392.0,188.0,14.0,0.0
2021-10-23 02:00:00-04:00,1261.0,2613.0,1352.0,13353.0,12001.0,135.0,10.0,66.4,30.1,1.8,1.7,0.0,0.0,8864.0,4025.0,238.0,223.0,3.0,0.0
2021-10-23 03:00:00-04:00,1261.0,2453.0,1192.0,13030.0,11838.0,95.0,7.0,68.0,29.0,1.2,1.8,0.0,0.0,8865.0,3779.0,155.0,231.0,0.0,0.0
2021-10-23 04:00:00-04:00,1083.0,2530.0,1447.0,13183.0,11736.0,131.0,10.0,67.2,29.4,1.9,1.4,0.0,0.0,8865.0,3878.0,250.0,190.0,0.0,0.0
2021-10-23 05:00:00-04:00,651.0,2380.0,1729.0,13567.0,11838.0,305.0,23.0,65.4,28.6,4.8,1.2,0.0,0.0,8868.0,3880.0,651.0,168.0,0.0,0.0
2021-10-23 06:00:00-04:00,724.0,2637.0,1913.0,13876.0,11963.0,440.0,32.0,63.9,27.9,7.2,1.0,0.0,0.0,8867.0,3874.0,1003.0,132.0,0.0,0.0
2021-10-23 07:00:00-04:00,1000.0,2209.0,1209.0,13880.0,12671.0,568.0,41.0,63.9,25.3,9.6,1.3,0.0,0.0,8864.0,3510.0,1332.0,174.0,0.0,0.0
2021-10-23 08:00:00-04:00,1436.0,1942.0,506.0,14045.0,13539.0,583.0,42.0,63.1,25.9,9.8,1.3,0.0,0.0,8860.0,3634.0,1371.0,178.0,0.0,2.0
2021-10-23 09:00:00-04:00,957.0,1598.0,641.0,14702.0,14061.0,721.0,49.0,60.3,27.0,11.3,1.0,0.0,0.3,8868.0,3972.0,1667.0,146.0,0.0,49.0
2021-10-23 10:00:00-04:00,1015.0,1798.0,783.0,14886.0,14103.0,660.0,44.0,59.6,28.1,10.4,1.0,0.0,0.9,8868.0,4188.0,1555.0,145.0,0.0,130.0
2021-10-23 11:00:00-04:00,1215.0,1978.0,763.0,14982.0,14219.0,629.0,42.0,59.2,28.9,10.1,0.5,0.0,1.4,8868.0,4327.0,1506.0,72.0,0.0,209.0
2021-10-23 12:00:00-04:00,1534.0,2039.0,505.0,14726.0,14221.0,549.0,37.0,60.2,28.5,9.2,0.5,0.0,1.6,8862.0,4204.0,1348.0,77.0,0.0,235.0
2021-10-23 13:00:00-04:00,1618.0,1978.0,360.0,14449.0,14089.0,481.0,33.0,61.3,27.5,8.2,1.0,0.0,2.0,8858.0,3980.0,1181.0,141.0,0.0,289.0
2021-10-23 14:00:00-04:00,1582.0,2063.0,481.0,14224.0,13743.0,540.0,38.0,62.3,25.2,9.4,1.3,0.0,1.9,8855.0,3588.0,1330.0,184.0,0.0,267.0
2021-10-23 15:00:00-04:00,1718.0,2304.0,586.0,14176.0,13590.0,539.0,38.0,62.5,24.6,9.4,2.2,0.0,1.3,8853.0,3491.0,1328.0,315.0,0.0,189.0
2021-10-23 16:00:00-04:00,1718.0,2279.0,561.0,14294.0,13733.0,476.0,33.0,61.9,27.2,8.1,1.8,0.0,0.9,8855.0,3895.0,1164.0,254.0,0.0,126.0
2021-10-23 17:00:00-04:00,1718.0,2212.0,494.0,14659.0,14165.0,457.0,31.0,60.4,30.2,7.6,1.2,0.0,0.6,8859.0,4425.0,1115.0,174.0,0.0,86.0
2021-10-23 18:00:00-04:00,1430.0,1567.0,137.0,14992.0,14855.0,466.0,31.0,59.1,32.3,7.6,0.8,0.0,0.2,8865.0,4835.0,1135.0,122.0,0.0,35.0
2021-10-23 19:00:00-04:00,1145.0,1568.0,423.0,15701.0,15278.0,674.0,43.0,56.6,32.6,10.3,0.5,0.0,0.0,8888.0,5117.0,1619.0,77.0,0.0,0.0
2021-10-23 20:00:00-04:00,1629.0,1832.0,203.0,15470.0,15267.0,603.0,39.0,57.6,32.5,9.2,0.7,0.0,0.0,8903.0,5031.0,1429.0,107.0,0.0,0.0
2021-10-23 21:00:00-04:00,1718.0,1999.0,281.0,15067.0,14786.0,422.0,28.0,59.3,33.3,6.6,0.7,0.0,0.0,8941.0,5021.0,1001.0,104.0,0.0,0.0
2021-10-23 22:00:00-04:00,1718.0,2266.0,548.0,14829.0,14281.0,357.0,24.0,60.4,33.2,5.5,0.9,0.0,0.0,8950.0,4929.0,818.0,132.0,0.0,0.0
2021-10-23 23:00:00-04:00,1618.0,2292.0,674.0,14257.0,13583.0,382.0,27.0,62.8,30.1,6.0,1.0,0.0,0.0,8958.0,4297.0,853.0,149.0,0.0,0.0
2021-10-24 00:00:00-04:00,1618.0,2263.0,645.0,13463.0,12818.0,224.0,17.0,66.6,28.5,3.6,1.3,0.0,0.0,8960.0,3841.0,481.0,181.0,0.0,0.0
2021-10-24 01:00:00-04:00,1620.0,2490.0,870.0,13117.0,12247.0,227.0,17.0,68.3,26.7,3.8,1.2,0.0,0.0,8958.0,3501.0,499.0,159.0,0.0,0.0
2021-10-24 02:00:00-04:00,840.0,2278.0,1438.0,13196.0,11758.0,162.0,12.0,68.5,27.9,2.5,1.1,0.0,0.0,9033.0,3683.0,335.0,145.0,0.0,0.0
2021-10-24 03:00:00-04:00,934.0,2407.0,1473.0,13034.0,11561.0,152.0,12.0,70.4,26.0,2.4,1.3,0.0,0.0,9175.0,3385.0,310.0,164.0,0.0,0.0
2021-10-24 04:00:00-04:00,395.0,2358.0,1963.0,13395.0,11432.0,202.0,15.0,68.6,26.7,3.0,1.7,0.0,0.0,9186.0,3579.0,398.0,232.0,0.0,0.0
2021-10-24 05:00:00-04:00,417.0,2402.0,1985.0,13493.0,11508.0,223.0,17.0,68.1,27.1,3.4,1.5,0.0,0.0,9187.0,3652.0,458.0,196.0,0.0,0.0
2021-10-24 06:00:00-04:00,752.0,2553.0,1801.0,13494.0,11693.0,209.0,16.0,68.1,27.3,3.3,1.3,0.0,0.0,9189.0,3682.0,451.0,172.0,0.0,0.0
2021-10-24 07:00:00-04:00,544.0,2226.0,1682.0,13960.0,12278.0,251.0,18.0,65.8,29.0,3.7,1.5,0.0,0.0,9192.0,4046.0,513.0,209.0,0.0,0.0
2021-10-24 08:00:00-04:00,361.0,1732.0,1371.0,14315.0,12944.0,402.0,28.0,64.2,28.3,6.1,1.3,0.0,0.0,9193.0,4056.0,877.0,186.0,0.0,3.0
2021-10-24 09:00:00-04:00,38.0,1591.0,1553.0,14788.0,13235.0,422.0,29.0,62.2,30.0,6.4,1.0,0.0,0.5,9195.0,4430.0,941.0,151.0,0.0,71.0
2021-10-24 10:00:00-04:00,363.0,1617.0,1254.0,14636.0,13382.0,395.0,27.0,62.9,28.6,6.3,0.8,0.0,1.4,9207.0,4183.0,922.0,119.0,0.0,205.0
2021-10-24 11:00:00-04:00,390.0,1933.0,1543.0,14886.0,13343.0,424.0,28.0,62.0,28.8,6.7,0.7,0.0,1.8,9230.0,4284.0,1000.0,107.0,0.0,265.0
2021-10-24 12:00:00-04:00,292.0,2192.0,1900.0,15305.0,13405.0,517.0,34.0,60.4,28.5,8.2,0.9,0.0,2.0,9237.0,4363.0,1248.0,144.0,0.0,313.0
2021-10-24 13:00:00-04:00,9.0,2210.0,2201.0,15668.0,13467.0,622.0,40.0,58.9,28.6,9.8,1.0,0.0,1.7,9233.0,4480.0,1531.0,154.0,0.0,270.0
2021-10-24 14:00:00-04:00,9.0,2284.0,2275.0,15721.0,13446.0,637.0,41.0,58.7,29.1,10.0,1.0,0.0,1.2,9236.0,4574.0,1573.0,152.0,0.0,186.0
2021-10-24 15:00:00-04:00,642.0,2374.0,1732.0,15428.0,13696.0,519.0,34.0,60.4,29.3,8.3,1.1,0.0,1.0,9315.0,4528.0,1275.0,163.0,0.0,147.0
2021-10-24 16:00:00-04:00,742.0,2070.0,1328.0,15252.0,13924.0,484.0,32.0,61.1,29.2,7.8,1.2,0.0,0.7,9314.0,4458.0,1186.0,183.0,0.0,111.0
2021-10-24 17:00:00-04:00,992.0,1294.0,302.0,14889.0,14587.0,569.0,38.0,62.5,26.0,9.4,1.5,0.0,0.5,9313.0,3874.0,1405.0,222.0,0.0,75.0
2021-10-24 18:00:00-04:00,882.0,1558.0,676.0,15774.0,15098.0,628.0,40.0,59.1,29.4,9.9,1.6,0.0,0.1,9315.0,4636.0,1554.0,246.0,0.0,23.0
2021-10-24 19:00:00-04:00,1517.0,2195.0,678.0,16188.0,15510.0,661.0,41.0,57.5,30.3,10.0,2.2,0.0,0.0,9311.0,4905.0,1616.0,356.0,0.0,0.0
2021-10-24 20:00:00-04:00,1308.0,2028.0,720.0,16168.0,15448.0,593.0,37.0,57.6,29.2,8.9,4.4,0.0,0.0,9311.0,4717.0,1433.0,707.0,0.0,0.0
2021-10-24 21:00:00-04:00,739.0,1810.0,1071.0,15974.0,14903.0,435.0,27.0,58.3,28.3,6.5,6.9,0.0,0.0,9310.0,4521.0,1037.0,1106.0,0.0,0.0
2021-10-24 22:00:00-04:00,705.0,2166.0,1461.0,15677.0,14216.0,270.0,17.0,59.4,28.0,3.9,8.7,0.0,0.0,9315.0,4392.0,606.0,1364.0,0.0,0.0
2021-10-24 23:00:00-04:00,73.0,2174.0,2101.0,15471.0,13370.0,248.0,16.0,60.1,25.7,3.5,10.6,0.0,0.0,9305.0,3976.0,549.0,1641.0,0.0,0.0
2021-10-25 00:00:00-04:00,63.0,2187.0,2124.0,14660.0,12536.0,114.0,8.0,63.4,22.3,1.5,12.9,0.0,0.0,9294.0,3267.0,213.0,1886.0,0.0,0.0
2021-10-25 01:00:00-04:00,145.0,2855.0,2710.0,14701.0,11991.0,84.0,6.0,63.2,21.4,0.9,14.5,0.0,0.0,9294.0,3146.0,134.0,2127.0,0.0,0.0
2021-10-25 02:00:00-04:00,56.0,3106.0,3050.0,14711.0,11661.0,86.0,6.0,63.2,21.1,0.9,14.8,0.0,0.0,9303.0,3098.0,138.0,2170.0,2.0,0.0
2021-10-25 03:00:00-04:00,67.0,3094.0,3027.0,14665.0,11638.0,84.0,6.0,63.5,19.9,0.9,15.6,0.1,0.0,9309.0,2925.0,135.0,2283.0,13.0,0.0
2021-10-25 04:00:00-04:00,71.0,3106.0,3035.0,14644.0,11609.0,109.0,7.0,63.6,20.0,1.3,15.0,0.1,0.0,9309.0,2925.0,194.0,2200.0,16.0,0.0
2021-10-25 05:00:00-04:00,72.0,3073.0,3001.0,14790.0,11789.0,150.0,10.0,62.9,19.3,2.0,15.7,0.1,0.0,9309.0,2854.0,293.0,2316.0,18.0,0.0
2021-10-25 06:00:00-04:00,129.0,3157.0,3028.0,15388.0,12360.0,191.0,12.0,60.5,20.1,2.6,16.8,0.1,0.0,9303.0,3086.0,398.0,2581.0,20.0,0.0
2021-10-25 07:00:00-04:00,174.0,2569.0,2395.0,15892.0,13497.0,277.0,17.0,58.5,20.9,3.9,16.5,0.2,0.0,9299.0,3323.0,615.0,2628.0,27.0,0.0
2021-10-25 08:00:00-04:00,402.0,2523.0,2121.0,17221.0,15100.0,392.0,23.0,54.0,26.1,5.1,14.7,0.2,0.0,9297.0,4488.0,877.0,2528.0,31.0,0.0
2021-10-25 09:00:00-04:00,789.0,2416.0,1627.0,17415.0,15788.0,489.0,28.0,53.4,25.2,6.3,14.9,0.2,0.0,9292.0,4397.0,1091.0,2599.0,32.0,4.0
2021-10-25 10:00:00-04:00,749.0,2424.0,1675.0,17647.0,15972.0,514.0,29.0,52.7,24.0,6.6,16.5,0.2,0.1,9296.0,4228.0,1166.0,2907.0,32.0,18.0
2021-10-25 11:00:00-04:00,269.0,2439.0,2170.0,18289.0,16119.0,638.0,35.0,50.8,23.8,8.3,16.7,0.2,0.2,9297.0,4352.0,1512.0,3056.0,34.0,38.0
2021-10-25 12:00:00-04:00,10.0,2535.0,2525.0,18829.0,16304.0,848.0,45.0,49.4,23.1,10.6,16.5,0.2,0.2,9297.0,4351.0,1994.0,3113.0,32.0,42.0
2021-10-25 13:00:00-04:00,9.0,2315.0,2306.0,18596.0,16290.0,855.0,46.0,50.0,22.2,10.5,16.9,0.2,0.3,9290.0,4125.0,1960.0,3140.0,32.0,49.0
2021-10-25 14:00:00-04:00,9.0,2567.0,2558.0,18762.0,16204.0,981.0,52.0,49.6,20.9,12.1,17.1,0.2,0.2,9301.0,3913.0,2266.0,3204.0,32.0,46.0
2021-10-25 15:00:00-04:00,328.0,2526.0,2198.0,18366.0,16168.0,902.0,49.0,50.5,20.0,11.3,17.8,0.2,0.2,9283.0,3668.0,2075.0,3265.0,32.0,43.0
2021-10-25 16:00:00-04:00,128.0,2289.0,2161.0,18338.0,16177.0,750.0,41.0,50.6,20.2,9.5,19.3,0.2,0.3,9280.0,3697.0,1741.0,3542.0,32.0,46.0
2021-10-25 17:00:00-04:00,9.0,2205.0,2196.0,18710.0,16514.0,753.0,40.0,49.6,21.5,9.4,19.1,0.2,0.1,9281.0,4028.0,1760.0,3582.0,32.0,27.0
2021-10-25 18:00:00-04:00,218.0,2475.0,2257.0,19171.0,16914.0,789.0,41.0,48.4,23.0,9.7,18.8,0.2,0.0,9275.0,4400.0,1853.0,3604.0,32.0,7.0
2021-10-25 19:00:00-04:00,320.0,2399.0,2079.0,19025.0,16946.0,775.0,41.0,48.7,21.9,9.7,19.5,0.2,0.0,9274.0,4170.0,1839.0,3709.0,33.0,0.0
2021-10-25 20:00:00-04:00,330.0,2347.0,2017.0,18489.0,16472.0,605.0,33.0,50.1,21.1,7.7,20.9,0.2,0.0,9266.0,3897.0,1428.0,3865.0,33.0,0.0
2021-10-25 21:00:00-04:00,145.0,1932.0,1787.0,17754.0,15967.0,317.0,18.0,52.2,21.0,3.8,22.8,0.2,0.0,9270.0,3730.0,677.0,4044.0,33.0,0.0
2021-10-25 22:00:00-04:00,194.0,2380.0,2186.0,17386.0,15200.0,185.0,11.0,53.3,21.7,2.2,22.6,0.2,0.0,9270.0,3779.0,380.0,3924.0,33.0,0.0
2021-10-25 23:00:00-04:00,86.0,2549.0,2463.0,16797.0,14334.0,169.0,10.0,55.2,20.7,2.1,21.9,0.2,0.0,9270.0,3474.0,347.0,3672.0,34.0,0.0
2021-10-26 00:00:00-04:00,75.0,2772.0,2697.0,15966.0,13269.0,170.0,11.0,58.1,18.9,2.2,20.7,0.2,0.0,9273.0,3010.0,351.0,3308.0,24.0,0.0
2021-10-26 01:00:00-04:00,141.0,3076.0,2935.0,15614.0,12679.0,102.0,7.0,59.4,19.1,1.1,20.2,0.1,0.0,9274.0,2990.0,179.0,3153.0,18.0,0.0
2021-10-26 02:00:00-04:00,59.0,2900.0,2841.0,15197.0,12356.0,86.0,6.0,61.0,19.9,0.9,18.1,0.1,0.0,9276.0,3019.0,139.0,2745.0,18.0,0.0
